tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-01-09T19:05:34.000Z,2016-01-09T19:21:12.000Z,3.61,13.5,10023,10011
2016-01-02T14:21:25.000Z,2016-01-02T14:30:44.000Z,1.3,8.0,10023,10162
2016-01-20T21:32:36.000Z,2016-01-20T21:43:10.000Z,1.6,9.0,10003,10013
2016-01-10T18:48:43.000Z,2016-01-10T18:51:22.000Z,0.78,4.5,10162,10025
2016-01-15T14:25:44.000Z,2016-01-15T14:27:06.000Z,0.2,3.0,10022,10022
2016-01-16T20:31:32.000Z,2016-01-16T20:48:48.000Z,3.67,14.5,10023,10003
2016-01-01T00:51:08.000Z,2016-01-01T00:59:13.000Z,2.2,8.5,10154,10028
2016-01-17T22:07:41.000Z,2016-01-17T22:22:48.000Z,4.96,16.0,10009,11106
2016-01-05T21:31:33.000Z,2016-01-05T21:41:55.000Z,3.34,11.5,10014,10023
2016-01-22T00:45:38.000Z,2016-01-22T00:53:46.000Z,1.0,7.0,10009,10002
2016-01-13T11:16:08.000Z,2016-01-13T11:26:10.000Z,1.1,8.0,10065,10021
2016-01-21T12:23:18.000Z,2016-01-21T12:32:47.000Z,0.99,7.5,10110,10152
2016-01-10T01:52:33.000Z,2016-01-10T02:03:26.000Z,1.6,9.0,10199,10017
2016-01-16T00:12:20.000Z,2016-01-16T00:27:06.000Z,6.1,52.0,11378,10012
2016-01-02T22:32:20.000Z,2016-01-02T22:47:57.000Z,2.66,13.5,10154,11101
2016-01-12T10:53:39.000Z,2016-01-12T10:53:54.000Z,0.0,2.5,10012,10012
2016-01-19T06:29:52.000Z,2016-01-19T06:42:16.000Z,2.9,11.5,10009,10199
2016-01-15T02:35:52.000Z,2016-01-15T02:49:27.000Z,3.0,12.5,10009,11211
2016-01-22T14:50:56.000Z,2016-01-22T14:56:27.000Z,0.69,5.5,10009,10016
2016-01-15T11:54:34.000Z,2016-01-15T12:21:34.000Z,10.5,32.5,10103,11371
2016-01-17T01:13:26.000Z,2016-01-17T01:28:01.000Z,1.51,10.5,10002,10009
2016-01-08T10:51:21.000Z,2016-01-08T11:15:55.000Z,5.94,22.5,10111,10005
2016-01-04T15:50:29.000Z,2016-01-04T16:04:23.000Z,2.2,11.0,10110,10011
2016-01-12T14:45:18.000Z,2016-01-12T15:01:45.000Z,1.7,11.5,10011,10167
2016-01-07T20:33:56.000Z,2016-01-07T20:42:15.000Z,1.92,8.5,10022,10009
2016-01-12T13:15:39.000Z,2016-01-12T13:21:05.000Z,0.6,5.5,10018,10199
2016-01-28T18:53:09.000Z,2016-01-28T19:08:08.000Z,1.63,10.5,10028,10065
2016-01-02T22:19:14.000Z,2016-01-02T22:21:57.000Z,0.67,4.5,10028,10029
2016-01-19T19:04:03.000Z,2016-01-19T19:17:07.000Z,2.66,10.5,10012,11201
2016-01-04T07:56:46.000Z,2016-01-04T08:15:46.000Z,5.3,18.0,10035,10110
2016-01-21T20:54:39.000Z,2016-01-21T21:02:06.000Z,0.78,6.5,10014,10012
2016-01-11T18:13:35.000Z,2016-01-11T18:18:12.000Z,0.91,5.5,10013,10011
2016-01-12T02:00:43.000Z,2016-01-12T02:07:40.000Z,2.4,9.0,10003,11201
2016-01-09T22:33:18.000Z,2016-01-09T22:39:40.000Z,1.4,6.5,10021,10154
2016-01-26T18:52:29.000Z,2016-01-26T19:01:58.000Z,1.4,8.0,10037,10029
2016-01-17T15:13:59.000Z,2016-01-17T15:31:37.000Z,2.7,13.5,10199,10013
2016-01-26T21:36:17.000Z,2016-01-26T21:53:15.000Z,2.7,13.0,10152,10011
2016-01-20T20:23:08.000Z,2016-01-20T20:35:04.000Z,3.32,13.0,10016,11109
2016-01-10T15:24:44.000Z,2016-01-10T15:42:03.000Z,6.85,22.0,10282,10171
2016-01-25T13:26:34.000Z,2016-01-25T13:46:20.000Z,3.9,15.5,10065,10037
2016-01-30T15:42:51.000Z,2016-01-30T15:54:31.000Z,1.88,10.0,10023,10111
2016-01-08T07:48:41.000Z,2016-01-08T08:02:15.000Z,1.4,10.0,10167,10021
2016-01-24T16:00:09.000Z,2016-01-24T16:04:10.000Z,0.79,5.0,10171,10065
2016-01-04T14:18:04.000Z,2016-01-04T14:24:37.000Z,0.9,6.0,10110,10153
2016-01-16T09:56:34.000Z,2016-01-16T10:17:47.000Z,5.1,18.0,10199,10007
2016-01-05T11:35:12.000Z,2016-01-05T11:57:18.000Z,2.64,15.0,10001,10002
2016-01-10T08:09:16.000Z,2016-01-10T08:12:03.000Z,0.35,4.0,10199,10199
2016-01-29T06:19:39.000Z,2016-01-29T07:07:00.000Z,22.6,52.0,11422,10468
2016-01-31T19:22:02.000Z,2016-01-31T19:29:16.000Z,1.5,7.0,10022,10021
2016-01-14T07:33:06.000Z,2016-01-14T07:46:15.000Z,2.64,11.0,10003,10005
2016-01-09T19:49:25.000Z,2016-01-09T20:00:03.000Z,1.9,9.5,10028,10023
2016-01-10T01:59:07.000Z,2016-01-10T02:02:07.000Z,0.94,5.0,10111,10110
2016-01-21T08:56:11.000Z,2016-01-21T09:01:49.000Z,0.8,5.5,10012,10011
2016-01-31T14:13:56.000Z,2016-01-31T14:27:30.000Z,2.42,11.0,10023,10119
2016-01-26T01:14:47.000Z,2016-01-26T01:17:57.000Z,0.9,5.0,10021,10022
2016-01-26T14:17:38.000Z,2016-01-26T14:35:02.000Z,1.07,10.5,10110,10001
2016-01-24T20:57:37.000Z,2016-01-24T20:57:52.000Z,0.0,52.0,10162,10162
2016-01-03T10:22:02.000Z,2016-01-03T10:30:19.000Z,1.8,8.5,10023,10021
2016-01-29T09:25:47.000Z,2016-01-29T09:32:50.000Z,1.2,7.0,10069,10162
2016-01-21T11:18:35.000Z,2016-01-21T11:25:52.000Z,1.1,6.5,10023,10103
2016-01-17T02:50:41.000Z,2016-01-17T03:06:26.000Z,4.47,15.5,10001,10025
2016-01-09T15:14:41.000Z,2016-01-09T15:49:18.000Z,19.5,52.0,10044,11422
2016-01-22T23:21:38.000Z,2016-01-22T23:28:37.000Z,0.8,6.5,10001,10001
2016-01-30T17:50:21.000Z,2016-01-30T18:12:11.000Z,2.2,14.0,10018,10003
2016-01-21T14:35:52.000Z,2016-01-21T14:49:06.000Z,1.2,9.5,10110,10199
2016-01-16T23:14:47.000Z,2016-01-16T23:50:21.000Z,8.6,30.0,10018,11221
2016-01-25T11:24:12.000Z,2016-01-25T11:28:26.000Z,0.5,4.5,10029,10028
2016-01-19T13:06:45.000Z,2016-01-19T13:28:11.000Z,2.3,14.5,10019,10021
2016-01-31T20:23:55.000Z,2016-01-31T20:51:45.000Z,15.3,43.0,11422,11104
2016-01-16T22:48:46.000Z,2016-01-16T23:03:15.000Z,2.0,11.0,10017,10009
2016-01-26T12:33:25.000Z,2016-01-26T12:48:37.000Z,0.2,10.0,10110,10020
2016-01-22T18:15:33.000Z,2016-01-22T18:32:27.000Z,3.96,15.5,10013,11211
2016-01-29T19:06:21.000Z,2016-01-29T19:21:34.000Z,5.0,17.5,10017,10271
2016-01-29T10:26:46.000Z,2016-01-29T10:36:37.000Z,1.77,8.5,10001,10012
2016-01-15T20:48:33.000Z,2016-01-15T21:06:33.000Z,6.31,21.0,10025,10012
2016-01-27T14:36:22.000Z,2016-01-27T14:43:29.000Z,0.21,6.0,10103,10111
2016-01-09T22:38:32.000Z,2016-01-09T22:48:56.000Z,2.8,11.0,10065,11109
2016-01-02T14:04:50.000Z,2016-01-02T14:09:12.000Z,0.68,5.0,10011,10119
2016-01-01T23:28:05.000Z,2016-01-01T23:49:18.000Z,6.09,21.0,11211,10103
2016-01-11T20:51:15.000Z,2016-01-11T21:18:39.000Z,11.6,34.5,11371,10007
2016-01-15T08:15:36.000Z,2016-01-15T08:22:59.000Z,1.36,7.5,10153,10021
2016-01-02T20:32:43.000Z,2016-01-02T20:43:05.000Z,1.4,8.5,10014,10013
2016-01-17T23:05:23.000Z,2016-01-17T23:13:35.000Z,2.9,10.5,10199,10162
2016-01-28T10:33:24.000Z,2016-01-28T10:38:35.000Z,0.8,5.5,10014,10013
2016-01-03T01:37:58.000Z,2016-01-03T01:47:27.000Z,0.93,8.0,10011,10003
2016-01-25T19:45:46.000Z,2016-01-25T19:52:08.000Z,0.6,5.5,10025,10162
2016-01-17T00:33:07.000Z,2016-01-17T01:12:16.000Z,8.6,31.5,10001,11218
2016-01-01T16:01:50.000Z,2016-01-01T16:19:56.000Z,4.21,16.0,10014,10021
2016-01-28T13:50:42.000Z,2016-01-28T13:55:25.000Z,0.7,5.0,10028,10029
2016-01-02T23:24:40.000Z,2016-01-02T23:47:58.000Z,4.44,17.5,10153,10282
2016-01-14T11:20:10.000Z,2016-01-14T11:27:21.000Z,1.0,6.5,10018,10199
2016-01-27T18:15:24.000Z,2016-01-27T18:26:16.000Z,1.0,8.5,10119,10103
2016-01-08T16:47:18.000Z,2016-01-08T17:00:04.000Z,2.7,11.5,10103,10011
2016-01-14T20:17:41.000Z,2016-01-14T20:28:01.000Z,1.35,8.0,10003,10014
2016-01-11T07:44:14.000Z,2016-01-11T08:04:02.000Z,4.4,18.5,10001,10005
2016-01-26T18:20:52.000Z,2016-01-26T18:31:02.000Z,0.7,7.5,10009,10003
2016-01-08T12:56:46.000Z,2016-01-08T13:07:24.000Z,1.23,8.0,10110,10022
2016-01-11T13:26:50.000Z,2016-01-11T13:44:26.000Z,9.2,27.5,11371,10472
2016-01-31T08:14:15.000Z,2016-01-31T08:21:41.000Z,1.5,7.5,10020,10199
2016-01-03T14:32:11.000Z,2016-01-03T14:49:35.000Z,2.73,13.0,10278,10017
2016-01-03T01:11:09.000Z,2016-01-03T01:19:33.000Z,1.92,8.5,10110,10019
2016-01-17T12:45:21.000Z,2016-01-17T12:49:40.000Z,0.9,5.5,10009,10003
2016-01-20T23:36:39.000Z,2016-01-20T23:45:01.000Z,1.9,8.0,10013,10003
2016-01-14T11:16:08.000Z,2016-01-14T11:21:10.000Z,0.67,5.5,10162,10023
2016-01-06T17:32:06.000Z,2016-01-06T17:43:30.000Z,1.6,9.0,10006,10278
2016-01-13T09:34:40.000Z,2016-01-13T09:44:18.000Z,1.17,8.0,10012,10003
2016-01-05T02:33:20.000Z,2016-01-05T02:37:15.000Z,0.3,4.5,10001,10001
2016-01-06T11:34:12.000Z,2016-01-06T11:46:32.000Z,4.3,15.0,11371,11355
2016-01-14T22:39:09.000Z,2016-01-14T22:45:19.000Z,1.0,6.0,10012,10002
2016-01-19T06:14:48.000Z,2016-01-19T06:22:46.000Z,2.0,8.5,10003,10110
2016-01-14T09:26:36.000Z,2016-01-14T09:40:49.000Z,3.9,16.0,10065,10002
2016-01-12T21:11:58.000Z,2016-01-12T21:34:53.000Z,6.6,23.5,10012,11104
2016-01-29T17:58:04.000Z,2016-01-29T18:01:32.000Z,0.3,4.0,10023,10023
2016-01-26T08:59:43.000Z,2016-01-26T09:16:35.000Z,0.7,11.0,10017,10020
2016-01-02T00:08:20.000Z,2016-01-02T00:19:37.000Z,2.44,11.0,10027,10023
2016-01-11T22:25:10.000Z,2016-01-11T22:47:59.000Z,13.75,38.0,10280,11235
2016-01-18T23:34:13.000Z,2016-01-18T23:56:28.000Z,9.62,27.5,11370,10009
2016-01-07T00:07:08.000Z,2016-01-07T00:15:38.000Z,1.54,8.0,10009,10012
2016-01-06T18:38:30.000Z,2016-01-06T18:46:35.000Z,1.9,8.0,10025,10023
2016-01-08T12:08:53.000Z,2016-01-08T12:22:09.000Z,1.0,9.5,10199,10018
2016-01-01T05:38:54.000Z,2016-01-01T06:03:30.000Z,6.6,23.0,10003,10026
2016-01-01T04:35:49.000Z,2016-01-01T04:41:31.000Z,1.2,6.5,10027,10031
2016-01-09T08:31:47.000Z,2016-01-09T08:48:32.000Z,7.27,22.0,10018,10039
2016-01-28T14:37:05.000Z,2016-01-28T14:49:04.000Z,1.3,9.0,10021,10065
2016-01-30T10:37:36.000Z,2016-01-30T10:44:36.000Z,0.96,6.0,10012,10003
2016-01-02T12:44:55.000Z,2016-01-02T12:48:51.000Z,0.81,5.0,10001,10011
2016-01-27T23:25:53.000Z,2016-01-27T23:35:51.000Z,2.32,9.5,10019,10028
2016-01-15T15:33:19.000Z,2016-01-15T15:59:57.000Z,6.5,22.5,11370,11211
2016-01-25T09:54:09.000Z,2016-01-25T10:07:11.000Z,0.5,9.0,10021,10065
2016-01-20T10:12:37.000Z,2016-01-20T10:29:32.000Z,2.0,12.0,10007,10011
2016-01-05T16:12:25.000Z,2016-01-05T16:28:25.000Z,2.03,11.5,10023,10028
2016-01-20T10:08:34.000Z,2016-01-20T10:21:43.000Z,1.7,11.0,10044,10022
2016-01-12T09:49:25.000Z,2016-01-12T10:16:25.000Z,8.89,30.5,10119,10032
2016-01-20T00:31:16.000Z,2016-01-20T01:09:10.000Z,5.66,26.0,10022,11373
2016-01-30T22:43:53.000Z,2016-01-30T22:54:01.000Z,1.89,9.0,10069,10021
2016-01-29T02:26:11.000Z,2016-01-30T00:00:00.000Z,5.96,19.5,10002,10023
2016-01-13T08:22:15.000Z,2016-01-13T08:31:59.000Z,1.4,8.0,10003,10110
2016-01-12T19:07:56.000Z,2016-01-12T19:20:06.000Z,2.25,10.0,10020,10021
2016-01-02T23:42:53.000Z,2016-01-02T23:49:11.000Z,1.39,7.0,10023,10065
2016-01-19T20:48:13.000Z,2016-01-19T20:53:17.000Z,1.04,5.5,10119,10011
2016-01-17T23:35:05.000Z,2016-01-17T23:41:05.000Z,1.05,6.5,10002,10012
2016-01-02T16:15:44.000Z,2016-01-02T16:20:07.000Z,1.28,5.5,10018,10001
2016-01-09T15:13:19.000Z,2016-01-09T15:18:59.000Z,1.2,6.0,10110,10009
2016-01-29T21:26:19.000Z,2016-01-29T21:43:12.000Z,6.9,21.5,11371,11222
2016-01-27T08:49:54.000Z,2016-01-27T09:19:51.000Z,5.11,24.5,10009,10282
2016-01-30T02:19:07.000Z,2016-01-30T02:26:57.000Z,1.85,8.0,10278,10011
2016-01-19T17:56:08.000Z,2016-01-19T18:02:07.000Z,0.97,6.0,10021,10028
2016-01-12T10:41:33.000Z,2016-01-12T10:48:33.000Z,0.73,6.0,10001,10003
2016-01-09T02:28:37.000Z,2016-01-09T02:57:56.000Z,13.8,40.5,10103,10467
2016-01-04T03:01:54.000Z,2016-01-04T03:12:09.000Z,4.48,15.0,10003,11222
2016-01-03T15:03:20.000Z,2016-01-03T15:24:27.000Z,4.1,18.0,10013,11222
2016-01-30T17:32:05.000Z,2016-01-30T17:37:40.000Z,0.7,5.5,10153,10018
2016-01-29T10:11:52.000Z,2016-01-29T10:22:11.000Z,1.0,8.0,10006,10006
2016-01-04T22:34:47.000Z,2016-01-04T22:39:58.000Z,1.1,5.5,10017,10001
2016-01-19T17:39:55.000Z,2016-01-19T17:43:48.000Z,0.61,4.5,10011,10011
2016-01-07T13:28:06.000Z,2016-01-07T13:38:14.000Z,1.2,8.0,10001,10020
2016-01-18T21:45:02.000Z,2016-01-18T21:56:57.000Z,3.0,11.5,10119,10025
2016-01-01T01:42:26.000Z,2016-01-01T01:47:59.000Z,0.9,6.0,10103,10171
2016-01-13T20:23:16.000Z,2016-01-13T20:37:49.000Z,6.7,20.5,11371,10030
2016-01-02T09:11:27.000Z,2016-01-02T09:13:25.000Z,0.38,3.5,10065,10065
2016-01-30T14:31:52.000Z,2016-01-30T14:57:25.000Z,9.3,29.5,10065,11371
2016-01-15T22:02:18.000Z,2016-01-15T22:06:09.000Z,0.8,5.0,11105,11103
2016-01-12T06:16:49.000Z,2016-01-12T06:55:10.000Z,10.2,35.0,11422,11216
2016-01-27T13:41:00.000Z,2016-01-27T13:52:23.000Z,0.52,8.0,10009,10016
2016-01-13T08:21:29.000Z,2016-01-13T08:29:44.000Z,1.28,7.5,10119,10103
2016-01-09T14:46:37.000Z,2016-01-09T14:50:11.000Z,0.5,4.5,10021,10065
2016-01-30T11:20:55.000Z,2016-01-30T11:34:39.000Z,1.58,7.0,10103,10119
2016-01-19T09:05:19.000Z,2016-01-19T09:13:14.000Z,1.94,8.5,10019,10162
2016-01-04T17:02:08.000Z,2016-01-04T17:17:00.000Z,2.59,12.0,10003,10199
2016-01-23T04:37:39.000Z,2016-01-23T05:00:29.000Z,3.19,14.0,11222,11221
2016-01-13T18:47:53.000Z,2016-01-13T19:00:23.000Z,1.8,10.0,10021,10023
2016-01-15T19:28:56.000Z,2016-01-15T19:34:51.000Z,0.81,5.5,10003,10002
2016-01-13T10:25:16.000Z,2016-01-13T10:37:37.000Z,1.5,9.5,10019,10119
2016-01-29T04:31:44.000Z,2016-01-29T04:41:49.000Z,3.7,12.5,10026,10110
2016-01-30T13:21:19.000Z,2016-01-30T13:40:45.000Z,2.3,13.5,10278,10009
2016-01-09T20:42:37.000Z,2016-01-09T20:55:43.000Z,1.82,9.5,10003,10012
2016-01-16T17:14:47.000Z,2016-01-16T17:20:20.000Z,1.16,6.0,10199,10011
2016-01-02T12:26:47.000Z,2016-01-02T12:40:52.000Z,3.4,13.0,10001,10006
2016-01-13T18:45:14.000Z,2016-01-13T18:59:06.000Z,2.67,11.5,10028,10069
2016-01-08T07:45:31.000Z,2016-01-08T07:53:06.000Z,1.56,7.5,10028,10021
2016-01-07T13:59:53.000Z,2016-01-07T14:11:57.000Z,0.85,9.0,10021,10153
2016-01-18T14:24:13.000Z,2016-01-18T14:39:25.000Z,2.9,12.5,10025,10103
2016-01-25T22:06:36.000Z,2016-01-25T22:11:31.000Z,0.7,5.5,10009,10003
2016-01-17T19:39:57.000Z,2016-01-17T19:58:20.000Z,3.5,14.5,10022,10012
2016-01-06T01:02:51.000Z,2016-01-06T01:13:58.000Z,2.8,11.0,10153,10011
2016-01-21T22:35:39.000Z,2016-01-21T22:48:36.000Z,2.76,12.0,10017,10029
2016-01-03T14:19:41.000Z,2016-01-03T14:21:46.000Z,0.5,4.0,10028,10021
2016-01-10T13:18:36.000Z,2016-01-10T13:22:19.000Z,0.65,5.0,10021,10028
2016-01-30T14:24:04.000Z,2016-01-30T14:27:40.000Z,0.6,5.0,10009,10017
2016-01-01T14:57:17.000Z,2016-01-01T15:22:12.000Z,7.05,24.0,10018,11215
2016-01-10T09:19:07.000Z,2016-01-10T09:26:24.000Z,2.41,9.0,10019,10011
2016-01-07T18:16:38.000Z,2016-01-07T18:21:17.000Z,1.2,6.0,10021,10028
2016-01-28T21:42:25.000Z,2016-01-28T21:54:40.000Z,1.6,10.0,10065,10023
2016-01-26T11:27:58.000Z,2016-01-26T11:37:16.000Z,1.3,7.5,10280,10007
2016-01-05T16:55:35.000Z,2016-01-05T17:14:16.000Z,1.96,13.5,10022,10069
2016-01-11T01:10:20.000Z,2016-01-11T01:14:40.000Z,0.5,5.0,10012,10014
2016-01-29T20:57:58.000Z,2016-01-29T21:15:43.000Z,1.51,12.0,10012,10002
2016-01-22T21:15:37.000Z,2016-01-22T21:20:46.000Z,0.83,5.5,10162,10025
2016-01-10T13:54:04.000Z,2016-01-10T13:56:41.000Z,0.6,4.0,10028,10028
2016-01-29T15:25:45.000Z,2016-01-29T15:30:15.000Z,0.6,5.0,10003,10012
2016-01-17T09:47:20.000Z,2016-01-17T10:09:42.000Z,5.48,20.5,10025,10474
2016-01-02T21:18:10.000Z,2016-01-02T21:34:40.000Z,6.76,21.5,10017,11231
2016-01-15T07:32:27.000Z,2016-01-15T07:51:33.000Z,4.0,16.0,10021,10012
2016-01-11T22:38:32.000Z,2016-01-11T22:50:19.000Z,3.0,11.5,10011,10069
2016-01-28T16:06:20.000Z,2016-01-28T16:10:27.000Z,0.77,5.0,10002,10012
2016-01-20T11:45:05.000Z,2016-01-20T11:50:49.000Z,0.63,5.5,10011,10199
2016-01-07T18:16:47.000Z,2016-01-07T18:32:36.000Z,1.17,10.5,10017,10018
2016-01-25T11:01:03.000Z,2016-01-25T11:04:18.000Z,0.53,4.0,10065,10021
2016-01-31T02:17:19.000Z,2016-01-31T02:23:27.000Z,1.98,7.5,10023,10026
2016-01-18T18:43:23.000Z,2016-01-18T18:49:31.000Z,1.46,6.5,10012,10001
2016-01-15T09:12:15.000Z,2016-01-15T09:23:50.000Z,1.45,9.0,10152,10044
2016-01-07T07:57:06.000Z,2016-01-07T08:14:16.000Z,2.22,13.0,10028,10171
2016-01-05T22:26:03.000Z,2016-01-05T22:38:51.000Z,2.7,12.0,10014,10018
2016-01-31T03:46:03.000Z,2016-01-31T03:59:20.000Z,2.9,12.0,10002,10110
2016-01-06T16:04:22.000Z,2016-01-06T16:12:05.000Z,1.48,7.0,10014,10013
2016-01-02T22:57:33.000Z,2016-01-02T23:25:21.000Z,5.2,21.5,10017,11377
2016-01-05T08:37:55.000Z,2016-01-05T08:49:24.000Z,0.8,8.5,10154,10020
2016-01-30T20:56:19.000Z,2016-01-30T21:07:27.000Z,2.52,10.5,10022,10023
2016-01-08T21:43:03.000Z,2016-01-08T21:48:48.000Z,1.0,6.0,10017,10022
2016-01-17T17:39:06.000Z,2016-01-17T17:51:42.000Z,1.9,10.0,10012,10009
2016-01-29T19:43:53.000Z,2016-01-29T20:03:28.000Z,4.67,17.5,10153,11106
2016-01-08T22:20:00.000Z,2016-01-08T22:30:41.000Z,1.76,9.0,10153,10119
2016-01-04T14:52:27.000Z,2016-01-04T15:01:08.000Z,1.9,8.5,10017,10021
2016-01-17T19:42:12.000Z,2016-01-17T19:50:30.000Z,3.65,12.5,11371,11102
2016-01-20T22:06:07.000Z,2016-01-20T22:11:57.000Z,0.8,5.5,10007,10271
2016-01-13T00:08:01.000Z,2016-01-13T00:10:31.000Z,0.52,4.0,10007,10282
2016-01-16T18:48:57.000Z,2016-01-16T19:10:49.000Z,12.13,33.0,11422,11371
2016-01-15T21:16:05.000Z,2016-01-15T21:30:45.000Z,1.78,10.5,10001,10020
2016-01-21T18:49:37.000Z,2016-01-21T19:48:09.000Z,14.5,52.0,11422,11434
2016-01-20T19:36:03.000Z,2016-01-20T19:41:49.000Z,1.0,6.0,10011,10011
2016-01-06T19:33:12.000Z,2016-01-06T19:44:05.000Z,1.99,9.5,10018,10001
2016-01-22T06:30:18.000Z,2016-01-22T07:19:36.000Z,17.6,52.0,11422,10154
2016-01-09T22:43:52.000Z,2016-01-09T22:53:55.000Z,2.53,10.0,10065,10029
2016-01-18T16:46:59.000Z,2016-01-18T17:04:01.000Z,3.13,14.0,10009,10065
2016-01-08T09:59:13.000Z,2016-01-08T10:15:09.000Z,1.54,11.0,10009,10001
2016-01-29T14:13:02.000Z,2016-01-29T14:31:33.000Z,1.58,12.0,10018,10017
2016-01-22T22:50:57.000Z,2016-01-22T23:17:49.000Z,7.4,25.0,10003,10027
2016-01-15T13:44:31.000Z,2016-01-15T13:56:11.000Z,1.3,9.0,10021,10152
2016-01-14T10:35:56.000Z,2016-01-14T11:00:57.000Z,1.8,15.5,10001,10017
2016-01-26T17:42:28.000Z,2016-01-26T18:08:47.000Z,3.09,17.0,10065,10020
2016-01-03T04:15:55.000Z,2016-01-03T04:35:01.000Z,5.28,18.5,10011,11211
2016-01-19T08:33:24.000Z,2016-01-19T08:40:08.000Z,1.1,6.5,10019,10153
2016-01-10T22:39:12.000Z,2016-01-10T22:52:18.000Z,9.67,27.0,11371,10002
2016-01-13T17:03:10.000Z,2016-01-13T17:13:48.000Z,1.5,8.5,10011,10001
2016-01-22T14:39:06.000Z,2016-01-22T14:46:25.000Z,0.95,6.5,10009,10003
2016-01-22T17:05:34.000Z,2016-01-22T17:21:10.000Z,1.03,10.5,10003,10001
2016-01-25T10:12:30.000Z,2016-01-25T10:26:45.000Z,1.21,10.0,10018,10022
2016-01-25T18:03:16.000Z,2016-01-25T18:30:50.000Z,2.5,17.0,10028,10017
2016-01-30T19:02:30.000Z,2016-01-30T19:23:08.000Z,4.5,18.0,10002,11215
2016-01-08T11:45:18.000Z,2016-01-08T11:57:29.000Z,1.28,9.0,10011,10009
2016-01-21T10:53:14.000Z,2016-01-21T11:10:21.000Z,4.9,18.0,10017,10038
2016-01-22T09:20:04.000Z,2016-01-22T09:25:03.000Z,0.6,5.5,10025,10025
2016-01-05T03:32:37.000Z,2016-01-05T03:52:35.000Z,6.8,21.0,10003,10030
2016-01-19T21:13:06.000Z,2016-01-19T21:35:34.000Z,3.4,16.0,10044,10001
2016-01-22T06:14:17.000Z,2016-01-22T06:21:20.000Z,1.43,7.0,10119,10019
2016-01-06T08:22:29.000Z,2016-01-06T08:29:42.000Z,0.8,6.5,10110,10001
2016-01-15T08:08:36.000Z,2016-01-15T08:11:12.000Z,0.3,4.0,10167,10017
2016-01-28T04:05:33.000Z,2016-01-28T04:16:17.000Z,2.0,10.0,10028,10023
2016-01-07T00:23:08.000Z,2016-01-07T00:40:01.000Z,4.1,15.0,10278,10022
2016-01-19T11:29:22.000Z,2016-01-19T11:44:42.000Z,1.4,10.5,10011,10003
2016-01-29T20:56:15.000Z,2016-01-29T21:09:44.000Z,2.3,11.0,10006,10003
2016-01-10T12:47:00.000Z,2016-01-10T12:51:49.000Z,0.8,5.5,10069,10023
2016-01-11T10:32:27.000Z,2016-01-11T10:40:47.000Z,0.78,6.5,10065,10022
2016-01-08T12:31:16.000Z,2016-01-08T12:41:31.000Z,1.11,8.0,10018,10001
2016-01-21T09:14:30.000Z,2016-01-21T10:05:30.000Z,9.22,37.0,11371,10103
2016-01-21T18:47:59.000Z,2016-01-21T18:57:09.000Z,1.3,8.0,10020,10019
2016-01-22T08:48:57.000Z,2016-01-22T08:52:36.000Z,0.48,4.5,10028,10021
2016-01-29T13:21:11.000Z,2016-01-29T13:40:13.000Z,2.01,13.0,10065,10001
2016-01-12T22:17:43.000Z,2016-01-12T22:31:42.000Z,3.8,14.0,10003,10028
2016-01-05T18:34:27.000Z,2016-01-05T18:47:41.000Z,4.8,16.5,10006,10017
2016-01-03T18:18:36.000Z,2016-01-03T18:45:04.000Z,10.89,32.0,11371,10171
2016-01-26T18:41:48.000Z,2016-01-26T19:07:50.000Z,1.27,15.5,10153,10018
2016-01-31T20:12:21.000Z,2016-01-31T20:29:11.000Z,2.4,12.5,10001,10002
2016-01-09T12:06:56.000Z,2016-01-09T12:28:50.000Z,2.06,14.5,10021,10019
2016-01-30T18:47:58.000Z,2016-01-30T18:53:23.000Z,1.6,7.0,10065,10028
2016-01-30T19:30:13.000Z,2016-01-30T19:33:55.000Z,0.53,4.5,10069,10069
2016-01-17T04:55:30.000Z,2016-01-17T05:07:54.000Z,3.0,12.0,11201,11225
2016-01-08T16:37:25.000Z,2016-01-08T16:59:00.000Z,2.4,14.5,10017,10021
2016-01-09T19:55:29.000Z,2016-01-09T20:08:20.000Z,3.3,12.5,10028,10030
2016-01-08T21:39:48.000Z,2016-01-08T21:44:08.000Z,1.13,5.5,10044,10028
2016-01-07T11:13:24.000Z,2016-01-07T11:59:59.000Z,13.8,41.5,10018,11371
2016-01-17T14:05:03.000Z,2016-01-17T14:28:24.000Z,9.3,28.5,11371,10001
2016-01-31T02:22:34.000Z,2016-01-31T02:29:09.000Z,1.3,6.5,10014,10199
2016-01-21T06:27:51.000Z,2016-01-21T06:36:45.000Z,1.0,7.5,10018,10111
2016-01-24T13:58:51.000Z,2016-01-24T14:18:57.000Z,3.94,16.0,10003,10023
2016-01-29T13:32:38.000Z,2016-01-29T13:51:43.000Z,2.43,13.5,10028,10017
2016-01-27T21:55:43.000Z,2016-01-27T22:17:15.000Z,3.7,16.0,10065,10012
2016-01-30T00:10:14.000Z,2016-01-30T00:14:59.000Z,1.1,6.0,10001,10199
2016-01-26T01:23:15.000Z,2016-01-26T01:24:56.000Z,0.35,3.5,10199,10119
2016-01-05T18:02:52.000Z,2016-01-05T18:09:58.000Z,1.03,6.5,10012,10002
